Year,Geography,GeoCode,Population,Sex,Age group,Value
2019,New Brunswick,,Total population,Males,25 years and over,8.6
2020,New Brunswick,,Total population,Males,25 years and over,10.5
2021,New Brunswick,,Total population,Males,25 years and over,9.7
2015,New Brunswick,,Total population,Males,25 to 44 years,9.8
2016,New Brunswick,,Total population,Males,25 to 44 years,10.1
2017,New Brunswick,,Total population,Males,25 to 44 years,8.5
2018,New Brunswick,,Total population,Males,25 to 44 years,8.0
2019,New Brunswick,,Total population,Males,25 to 44 years,7.8
2020,New Brunswick,,Total population,Males,25 to 44 years,10.7
2021,New Brunswick,,Total population,Males,25 to 44 years,9.4
2015,New Brunswick,,Total population,Males,45 to 64 years,12.2
2016,New Brunswick,,Total population,Males,45 to 64 years,11.7
2017,New Brunswick,,Total population,Males,45 to 64 years,9.8
2018,New Brunswick,,Total population,Males,45 to 64 years,8.5
2019,New Brunswick,,Total population,Males,45 to 64 years,9.2
2020,New Brunswick,,Total population,Males,45 to 64 years,10.3
2021,New Brunswick,,Total population,Males,45 to 64 years,9.6
2015,New Brunswick,,Total population,Males,45 years and over,12.0
2016,New Brunswick,,Total population,Males,45 years and over,12.3
2017,New Brunswick,,Total population,Males,45 years and over,9.6
2018,New Brunswick,,Total population,Males,45 years and over,8.6
2019,New Brunswick,,Total population,Males,45 years and over,9.2
2020,New Brunswick,,Total population,Males,45 years and over,10.3
2021,New Brunswick,,Total population,Males,45 years and over,10.0
2015,New Brunswick,,Total population,Males,25 to 54 years,10.2
2016,New Brunswick,,Total population,Males,25 to 54 years,10.1
2017,New Brunswick,,Total population,Males,25 to 54 years,8.7
2018,New Brunswick,,Total population,Males,25 to 54 years,7.8
2019,New Brunswick,,Total population,Males,25 to 54 years,7.7
2020,New Brunswick,,Total population,Males,25 to 54 years,9.7
2021,New Brunswick,,Total population,Males,25 to 54 years,8.8
2015,New Brunswick,,Total population,Males,55 years and over,13.0
2016,New Brunswick,,Total population,Males,55 years and over,14.3
2017,New Brunswick,,Total population,Males,55 years and over,10.2
2018,New Brunswick,,Total population,Males,55 years and over,9.6
2019,New Brunswick,,Total population,Males,55 years and over,10.7
2020,New Brunswick,,Total population,Males,55 years and over,12.2
2021,New Brunswick,,Total population,Males,55 years and over,12.1
2015,New Brunswick,,Total population,Males,15 to 64 years,12.6
2016,New Brunswick,,Total population,Males,15 to 64 years,12.0
2017,New Brunswick,,Total population,Males,15 to 64 years,10.1
2018,New Brunswick,,Total population,Males,15 to 64 years,9.4
2019,New Brunswick,,Total population,Males,15 to 64 years,9.6
2020,New Brunswick,,Total population,Males,15 to 64 years,11.8
2021,New Brunswick,,Total population,Males,15 to 64 years,10.3
2015,New Brunswick,,Total population,Males,15 to 19 years,22.9
2016,New Brunswick,,Total population,Males,15 to 19 years,21.5
2017,New Brunswick,,Total population,Males,15 to 19 years,20.6
2018,New Brunswick,,Total population,Males,15 to 19 years,17.9
2019,New Brunswick,,Total population,Males,15 to 19 years,19.8
2020,New Brunswick,,Total population,Males,15 to 19 years,18.5
2021,New Brunswick,,Total population,Males,15 to 19 years,14.0
2015,New Brunswick,,Total population,Males,20 to 24 years,21.3
2016,New Brunswick,,Total population,Males,20 to 24 years,17.4
2017,New Brunswick,,Total population,Males,20 to 24 years,12.5
2018,New Brunswick,,Total population,Males,20 to 24 years,14.6
2019,New Brunswick,,Total population,Males,20 to 24 years,12.5
2020,New Brunswick,,Total population,Males,20 to 24 years,19.1
2021,New Brunswick,,Total population,Males,20 to 24 years,15.2
2015,New Brunswick,,Total population,Males,25 to 29 years,13.7
2016,New Brunswick,,Total population,Males,25 to 29 years,11.2
2017,New Brunswick,,Total population,Males,25 to 29 years,13.4
2018,New Brunswick,,Total population,Males,25 to 29 years,9.2
2019,New Brunswick,,Total population,Males,25 to 29 years,10.1
2020,New Brunswick,,Total population,Males,25 to 29 years,14.0
2021,New Brunswick,,Total population,Males,25 to 29 years,11.7
2015,New Brunswick,,Total population,Males,30 to 34 years,9.7
2016,New Brunswick,,Total population,Males,30 to 34 years,9.6
2017,New Brunswick,,Total population,Males,30 to 34 years,7.0
2018,New Brunswick,,Total population,Males,30 to 34 years,8.8
2019,New Brunswick,,Total population,Males,30 to 34 years,8.5
2020,New Brunswick,,Total population,Males,30 to 34 years,11.1
2021,New Brunswick,,Total population,Males,30 to 34 years,8.9
2015,New Brunswick,,Total population,Males,35 to 39 years,8.5
2016,New Brunswick,,Total population,Males,35 to 39 years,8.5
2017,New Brunswick,,Total population,Males,35 to 39 years,7.9
2018,New Brunswick,,Total population,Males,35 to 39 years,6.1
2019,New Brunswick,,Total population,Males,35 to 39 years,7.0
2020,New Brunswick,,Total population,Males,35 to 39 years,10.1
2021,New Brunswick,,Total population,Males,35 to 39 years,8.6
2015,New Brunswick,,Total population,Males,40 to 44 years,7.3
2016,New Brunswick,,Total population,Males,40 to 44 years,10.6
2017,New Brunswick,,Total population,Males,40 to 44 years,6.9
2018,New Brunswick,,Total population,Males,40 to 44 years,7.5
2019,New Brunswick,,Total population,Males,40 to 44 years,6.1
2020,New Brunswick,,Total population,Males,40 to 44 years,8.1
2021,New Brunswick,,Total population,Males,40 to 44 years,8.8
2015,New Brunswick,,Total population,Males,45 to 49 years,9.5
2016,New Brunswick,,Total population,Males,45 to 49 years,10.2
2017,New Brunswick,,Total population,Males,45 to 49 years,9.8
2018,New Brunswick,,Total population,Males,45 to 49 years,7.4
2019,New Brunswick,,Total population,Males,45 to 49 years,6.5
2020,New Brunswick,,Total population,Males,45 to 49 years,6.9
2021,New Brunswick,,Total population,Males,45 to 49 years,8.5
2015,New Brunswick,,Total population,Males,50 to 54 years,12.1
2016,New Brunswick,,Total population,Males,50 to 54 years,10.2
2017,New Brunswick,,Total population,Males,50 to 54 years,8.2
2018,New Brunswick,,Total population,Males,50 to 54 years,7.7
2019,New Brunswick,,Total population,Males,50 to 54 years,8.4
2020,New Brunswick,,Total population,Males,50 to 54 years,8.8
2021,New Brunswick,,Total population,Males,50 to 54 years,6.9
2015,New Brunswick,,Total population,Males,55 to 59 years,12.6
2016,New Brunswick,,Total population,Males,55 to 59 years,11.9
2017,New Brunswick,,Total population,Males,55 to 59 years,8.7
2018,New Brunswick,,Total population,Males,55 to 59 years,8.5
2019,New Brunswick,,Total population,Males,55 to 59 years,11.2
2020,New Brunswick,,Total population,Males,55 to 59 years,11.9
2021,New Brunswick,,Total population,Males,55 to 59 years,11.0
2015,New Brunswick,,Total population,Males,60 to 64 years,16.1
2016,New Brunswick,,Total population,Males,60 to 64 years,15.2
2017,New Brunswick,,Total population,Males,60 to 64 years,14.6
2018,New Brunswick,,Total population,Males,60 to 64 years,11.0
2019,New Brunswick,,Total population,Males,60 to 64 years,11.0
2020,New Brunswick,,Total population,Males,60 to 64 years,14.8
2021,New Brunswick,,Total population,Males,60 to 64 years,12.3
2015,New Brunswick,,Total population,Males,65 years and over,
2016,New Brunswick,,Total population,Males,65 years and over,
2017,New Brunswick,,Total population,Males,65 years and over,
2018,New Brunswick,,Total population,Males,65 years and over,
2019,New Brunswick,,Total population,Males,65 years and over,
2020,New Brunswick,,Total population,Males,65 years and over,9.8
2021,New Brunswick,,Total population,Males,65 years and over,13.6
2015,New Brunswick,,Total population,Males,65 to 69 years,
2016,New Brunswick,,Total population,Males,65 to 69 years,
2017,New Brunswick,,Total population,Males,65 to 69 years,
2018,New Brunswick,,Total population,Males,65 to 69 years,
2019,New Brunswick,,Total population,Males,65 to 69 years,
2020,New Brunswick,,Total population,Males,65 to 69 years,12.0
2021,New Brunswick,,Total population,Males,65 to 69 years,16.7
2015,New Brunswick,,Total population,Males,70 years and over,
2016,New Brunswick,,Total population,Males,70 years and over,
2017,New Brunswick,,Total population,Males,70 years and over,
2018,New Brunswick,,Total population,Males,70 years and over,
2019,New Brunswick,,Total population,Males,70 years and over,
2020,New Brunswick,,Total population,Males,70 years and over,
2021,New Brunswick,,Total population,Males,70 years and over,
2015,New Brunswick,,Total population,Females,15 years and over,7.4
2016,New Brunswick,,Total population,Females,15 years and over,6.8
2017,New Brunswick,,Total population,Females,15 years and over,6.2
2018,New Brunswick,,Total population,Females,15 years and over,6.6
2019,New Brunswick,,Total population,Females,15 years and over,6.5
2020,New Brunswick,,Total population,Females,15 years and over,8.2
2021,New Brunswick,,Total population,Females,15 years and over,7.5
2015,New Brunswick,,Total population,Females,15 to 24 years,12.5
2016,New Brunswick,,Total population,Females,15 to 24 years,10.9
2017,New Brunswick,,Total population,Females,15 to 24 years,11.3
2018,New Brunswick,,Total population,Females,15 to 24 years,9.0
2019,New Brunswick,,Total population,Females,15 to 24 years,10.0
2020,New Brunswick,,Total population,Females,15 to 24 years,16.5
2021,New Brunswick,,Total population,Females,15 to 24 years,11.2
2015,New Brunswick,,Total population,Females,25 years and over,6.6
2016,New Brunswick,,Total population,Females,25 years and over,6.1
2017,New Brunswick,,Total population,Females,25 years and over,5.4
2018,New Brunswick,,Total population,Females,25 years and over,6.3
2019,New Brunswick,,Total population,Females,25 years and over,6.0
2020,New Brunswick,,Total population,Females,25 years and over,7.0
2021,New Brunswick,,Total population,Females,25 years and over,6.9
2015,New Brunswick,,Total population,Females,25 to 44 years,6.1
2016,New Brunswick,,Total population,Females,25 to 44 years,5.6
2017,New Brunswick,,Total population,Females,25 to 44 years,4.9
2018,New Brunswick,,Total population,Females,25 to 44 years,5.9
2019,New Brunswick,,Total population,Females,25 to 44 years,5.4
2020,New Brunswick,,Total population,Females,25 to 44 years,6.4
2021,New Brunswick,,Total population,Females,25 to 44 years,6.7
2015,New Brunswick,,Total population,Females,45 to 64 years,7.3
2016,New Brunswick,,Total population,Females,45 to 64 years,6.8
2017,New Brunswick,,Total population,Females,45 to 64 years,6.0
2018,New Brunswick,,Total population,Females,45 to 64 years,6.6
2019,New Brunswick,,Total population,Females,45 to 64 years,6.5
2020,New Brunswick,,Total population,Females,45 to 64 years,7.2
2021,New Brunswick,,Total population,Females,45 to 64 years,6.8
2015,New Brunswick,,Total population,Females,45 years and over,7.0
2016,New Brunswick,,Total population,Females,45 years and over,6.6
2017,New Brunswick,,Total population,Females,45 years and over,5.9
2018,New Brunswick,,Total population,Females,45 years and over,6.5
2019,New Brunswick,,Total population,Females,45 years and over,6.4
2020,New Brunswick,,Total population,Females,45 years and over,7.5
2021,New Brunswick,,Total population,Females,45 years and over,7.0
2015,New Brunswick,,Total population,Females,25 to 54 years,6.3
2016,New Brunswick,,Total population,Females,25 to 54 years,5.6
2017,New Brunswick,,Total population,Females,25 to 54 years,4.5
2018,New Brunswick,,Total population,Females,25 to 54 years,5.7
2019,New Brunswick,,Total population,Females,25 to 54 years,5.2
2020,New Brunswick,,Total population,Females,25 to 54 years,6.3
2021,New Brunswick,,Total population,Females,25 to 54 years,6.3
2015,New Brunswick,,Total population,Females,55 years and over,7.5
2016,New Brunswick,,Total population,Females,55 years and over,7.8
2017,New Brunswick,,Total population,Females,55 years and over,8.0
2018,New Brunswick,,Total population,Females,55 years and over,7.8
2019,New Brunswick,,Total population,Females,55 years and over,7.9
2020,New Brunswick,,Total population,Females,55 years and over,9.0
2021,New Brunswick,,Total population,Females,55 years and over,8.4
2015,New Brunswick,,Total population,Females,15 to 64 years,7.5
2016,New Brunswick,,Total population,Females,15 to 64 years,6.9
2017,New Brunswick,,Total population,Females,15 to 64 years,6.2
2018,New Brunswick,,Total population,Females,15 to 64 years,6.7
2019,New Brunswick,,Total population,Females,15 to 64 years,6.5
2020,New Brunswick,,Total population,Females,15 to 64 years,8.2
2021,New Brunswick,,Total population,Females,15 to 64 years,7.4
2015,New Brunswick,,Total population,Females,15 to 19 years,14.6
2016,New Brunswick,,Total population,Females,15 to 19 years,14.8
2017,New Brunswick,,Total population,Females,15 to 19 years,16.7
2018,New Brunswick,,Total population,Females,15 to 19 years,10.5
2019,New Brunswick,,Total population,Females,15 to 19 years,13.8
2020,New Brunswick,,Total population,Females,15 to 19 years,17.6
2021,New Brunswick,,Total population,Females,15 to 19 years,10.5
2015,New Brunswick,,Total population,Females,20 to 24 years,11.0
2016,New Brunswick,,Total population,Females,20 to 24 years,8.1
2017,New Brunswick,,Total population,Females,20 to 24 years,7.4
2018,New Brunswick,,Total population,Females,20 to 24 years,7.8
2019,New Brunswick,,Total population,Females,20 to 24 years,7.2
2020,New Brunswick,,Total population,Females,20 to 24 years,15.6
2021,New Brunswick,,Total population,Females,20 to 24 years,11.7
2015,New Brunswick,,Total population,Females,25 to 29 years,7.0
2016,New Brunswick,,Total population,Females,25 to 29 years,6.2
2017,New Brunswick,,Total population,Females,25 to 29 years,6.2
2018,New Brunswick,,Total population,Females,25 to 29 years,6.4
2019,New Brunswick,,Total population,Females,25 to 29 years,7.9
2020,New Brunswick,,Total population,Females,25 to 29 years,6.7
2021,New Brunswick,,Total population,Females,25 to 29 years,7.5
2015,New Brunswick,,Total population,Females,30 to 34 years,6.6
2016,New Brunswick,,Total population,Females,30 to 34 years,5.5
2017,New Brunswick,,Total population,Females,30 to 34 years,5.6
2018,New Brunswick,,Total population,Females,30 to 34 years,6.1
2019,New Brunswick,,Total population,Females,30 to 34 years,5.1
2020,New Brunswick,,Total population,Females,30 to 34 years,5.7
2021,New Brunswick,,Total population,Females,30 to 34 years,6.4
2015,New Brunswick,,Total population,Females,35 to 39 years,4.9
2016,New Brunswick,,Total population,Females,35 to 39 years,6.3
2017,New Brunswick,,Total population,Females,35 to 39 years,5.0
2018,New Brunswick,,Total population,Females,35 to 39 years,6.4
2019,New Brunswick,,Total population,Females,35 to 39 years,4.3
2020,New Brunswick,,Total population,Females,35 to 39 years,7.1
2021,New Brunswick,,Total population,Females,35 to 39 years,5.7
2015,New Brunswick,,Total population,Females,40 to 44 years,5.7
2016,New Brunswick,,Total population,Females,40 to 44 years,5.1
2017,New Brunswick,,Total population,Females,40 to 44 years,3.7
2018,New Brunswick,,Total population,Females,40 to 44 years,5.4
2019,New Brunswick,,Total population,Females,40 to 44 years,4.6
2020,New Brunswick,,Total population,Females,40 to 44 years,6.0
2021,New Brunswick,,Total population,Females,40 to 44 years,7.3
2015,New Brunswick,,Total population,Females,45 to 49 years,6.7
2016,New Brunswick,,Total population,Females,45 to 49 years,6.3
2017,New Brunswick,,Total population,Females,45 to 49 years,4.5
2018,New Brunswick,,Total population,Females,45 to 49 years,6.3
2019,New Brunswick,,Total population,Females,45 to 49 years,4.1
2020,New Brunswick,,Total population,Females,45 to 49 years,5.7
2021,New Brunswick,,Total population,Females,45 to 49 years,4.5
2015,New Brunswick,,Total population,Females,50 to 54 years,6.5
2016,New Brunswick,,Total population,Females,50 to 54 years,4.5
2017,New Brunswick,,Total population,Females,50 to 54 years,3.4
2018,New Brunswick,,Total population,Females,50 to 54 years,4.6
2019,New Brunswick,,Total population,Females,50 to 54 years,5.8
